"ProductFolder","PiezasPath","MatchedFile","MatchType"
"aceite-aceite-caja-automatica-1l-25",,,""
"aceite-aceite-caja-mecanica-4l-26",,,""
"aceite-aceite-motor-10w-40-1l-27",,,""
"aceite-aceite-motor-15w-40-5l-28",,,""
"aceite-aceite-motor-20w-50-1l-29",,,""
"aceite-aceite-motor-20w-50-5l-30",,,""
"aceite-liquido-freno-1l-13",,,""
"hyundai-filtro-de-aceite-h100-2",,,""
"hyundai-junta-block-amianto-3",,,""
"peugeot-amortiguadores-par-51",,,""
"peugeot-arandelas-traslado-tud5-31",,,""
"peugeot-arandelas-traslado-xud9-dw8-32",,,""
"peugeot-arbol-de-levas-33",,,""
"peugeot-arbol-de-levas-86",,,""
"peugeot-aros-de-piston-35",,,""
"peugeot-aros-de-piston-tu5jp4-36",,,""
"peugeot-aros-de-piston-turbo-37",,,""
"peugeot-base-pinon-arbol-de-levas-85",,,""
"peugeot-bieleta-suspension-406-56",,,""
"peugeot-bobina-encendida-301-34",,,""
"peugeot-bomba-de-agua-tu3-38",,,""
"peugeot-bomba-de-agua-tud5-301-39",,,""
"peugeot-bomba-de-agua-xud9-40",,,""
"peugeot-bomba-petroleo-82",,,""
"peugeot-brazos-cremallera-301-41",,,""
"peugeot-brazos-cremallera-405-42",,,""
"peugeot-bujia-precalentamiento-44",,,""
"peugeot-bujias-precalentamiento-43",,,""
"peugeot-cable-clutch-306-57",,,""
"peugeot-cadena-de-bomba-de-aceite-80",,,""
"peugeot-camisas-cilindro-tud5-45",,,""
"peugeot-camisas-pistones-xud9-5",,,""
"peugeot-camisas-xud9-dw8-46",,,""
"peugeot-correa-5pk775-59",,,""
"peugeot-correa-6pk-17-39-58",,,""
"peugeot-correa-distribucion-136-140-141-60",,,""
"peugeot-cubo-de-rueda-47",,,""
"peugeot-dampers-dw8-48",,,""
"peugeot-dampers-tud5-61",,,""
"peugeot-dampers-xud9-xud7-62",,,""
"peugeot-depresor-tud5-89",,,""
"peugeot-disco-clutch-dw8-xud9-52",,,""
"peugeot-electroventilador-301-49",,,""
"peugeot-esfericas-301-63",,,""
"peugeot-filtro-de-aceite-m20-4",,,""
"peugeot-filtro-de-aire-dw8-93",,,""
"peugeot-filtro-petroleo-tud5-64",,,""
"peugeot-guias-valvulas-dw8-xud9-65",,,""
"peugeot-juego-de-bielas-xud9-dw8-91",,,""
"peugeot-juego-de-inyectores-88",,,""
"peugeot-junta-balancines-tud5-67",,,""
"peugeot-junta-balancines-xud9-66",,,""
"peugeot-junta-block-amianto-50",,,""
"peugeot-junta-block-amianto-dw8-xud9-69",,,""
"peugeot-junta-block-amianto-tu3-70",,,""
"peugeot-junta-block-metal-7",,,""
"peugeot-junta-block-metal-tud5-68",,,""
"peugeot-kit-clutch-tud5-8",,,""
"peugeot-kit-de-retenes-9",,,""
"peugeot-kit-distribucion-301-71",,,""
"peugeot-kit-distribucion-dw8-10",,,""
"peugeot-kit-distribucion-tud5-11",,,""
"peugeot-kit-distribucion-xud-12",,,""
"peugeot-kit-juntas-301-53",,,""
"peugeot-kit-juntas-xud9-54",,,""
"peugeot-kit-motor-dw8-6",,,""
"peugeot-kit-pistones-aros-pasador-18",,,""
"peugeot-kit-pistones-aros-pasador-19",,,""
"peugeot-metales-biela-y-bancada-14",,,""
"peugeot-metales-biela-y-bancada-15",,,""
"peugeot-motor-de-arranque-tud5-16",,,""
"peugeot-motor-de-arranque-xud-dw-17",,,""
"peugeot-obturadores-tud5-xud9-dw8-tu3-72",,,""
"peugeot-parrillas-301-73",,,""
"peugeot-pinon-de-bomba-de-aceite-81",,,""
"peugeot-pulmon-presion-aceite-20",,,""
"peugeot-radiador-106-22",,,""
"peugeot-radiador-205-74",,,""
"peugeot-radiador-301-21",,,""
"peugeot-retenes-de-baston-23",,,""
"peugeot-rodamiento-delantero-76",,,""
"peugeot-rodamiento-delantero-universal-75",,,""
"peugeot-tapa-de-balancines-90",,,""
"peugeot-taque-motor-87",,,""
"peugeot-tensor-dinamico-xud9-77",,,""
"peugeot-termostato-tud5-92",,,""
"peugeot-toma-trasera-de-agua-83",,,""
"peugeot-tornillos-block-24",,,""
"peugeot-tornillos-block-84",,,""
"peugeot-valvula-electronica-55",,,""
"peugeot-valvulas-tud5-79",,,""
"peugeot-valvulas-xud9-dw8-78",,,""
"varios-pulidora-1",,,""
"varios-silicona-rtv-0",,,""
